"","X.1","X","school_add","school_nm","population","prop.population","all.races","prop.all.races","white","prop.white","af.am","prop.af.am","hispanic","prop.hispanic","am.ind","prop.am.ind","asian","prop.asian","nh.pi","prop.nh.pi","prop.school.black","prop.school.white","prop.school.hispanic","prop.school.asian","prop.school.pi","prop.school.multi","prop.school.EL","prop.school.lowincome","total.students","Grade3.ELA.Level1","Grade3.ELA.Level2","Grade3.ELA.Level3","Grade3.ELA.Level4","Grade3.Math.Level1","Grade3.Math.Level2","Grade3.Math.Level3","Grade3.Math.Level4","Grade4.ELA.Level1","Grade4.ELA.Level2","Grade4.ELA.Level3","Grade4.ELA.Level4","Grade4.Math.Level1","Grade4.Math.Level2","Grade4.Math.Level3","Grade4.Math.Level4","Grade5.ELA.Level1","Grade5.ELA.Level2","Grade5.ELA.Level3","Grade5.ELA.Level4","Grade5.Math.Level1","Grade5.Math.Level2","Grade5.Math.Level3","Grade5.Math.Level4","white.prop.difference","white.prop.difference.percent","med.income","med.rent","total.income","income.10k","income.15k","income.20k","income.25k","income.30k","income.35k","income.40k","income.50k","income.60k","income.75k","income.100k","income.125k","income.150k","income.200k","income.more","home.total","home.owners","lnorm.gini","lnorm.sd","ela.grade3.mean","ela.grade3.sd","ela.grade3.chisq","math.grade3.mean","math.grade3.sd","math.grade3.chisq","ela.grade5.mean","ela.grade5.sd","ela.grade5.chisq","math.grade5.mean","math.grade5.sd","math.grade5.chisq","largest.group","school.white","school.black","school.hispanic","school.asian","race.chi.sq","most.common.group"
"26",26,26,"9755 S GREENWOOD AV","SCHMID",2588,1,2588,1,35,0.0135239567233385,2512,0.970633693972179,34,0.0131375579598145,0,0,2,0.000772797527047913,5,0.00193199381761978,0.956,1.2,2.8,0,0,0.4,2.5,0.016,248,0,28.6,52.4,19,0,0,61.9,38.1,4.5,54.5,27.3,13.6,0,18.2,68.2,13.6,0,55.2,44.8,0,0,58.6,41.4,0,-0.152395672333848,-0.112685714285714,39.1208064142195,764.253091190108,1047.70578675519,0.0479460554153649,0.0494528511350606,0.0642259926138194,0.0720804654802836,0.0382578571756398,0.059135921879322,0.0408747666537065,0.0939973450908026,0.0489114863712907,0.0620784505057515,0.103074984915415,0.163866300225611,0.0759368379960177,0.0445270298719273,0.0325378117327651,1047.70578675519,0.511440952450385,0.733945270571823,123.806894220771,2.90909090909091,0.686471443449481,16.4331658615867,3.38383838383838,0.488794241320805,45.4789288582915,2.44444444444444,0.499432784842929,16.3408955579181,2.41414141414141,0.495079894811897,30.5472375423598,0.956,2,237,6,0,NA,"Black"
"27",27,27,"2015 S PEORIA ST","WALSH",3033,1,3033,1,1594,0.525552258489944,154,0.0507748104187273,1949,0.642598087701945,41,0.0135179690075833,119,0.0392350807781075,3,0.000989119683481701,0.059,1,91.8,1.3,0,0,2.5,0.264,522,3.8,30.8,46.2,19.2,5.8,13.5,63.5,17.3,4.4,37.8,53.3,4.4,2.2,22.2,75.6,0,0,49.2,33.9,16.9,0,52.5,42.4,5.1,-51.5552258489944,-0.980972396486826,56.7024863171777,1008.67260138477,1387.51706422958,0.0636598693692007,0.0449115854403085,0.0373905233103842,0.0465674373339699,0.0305556754688213,0.0405002387163107,0.0430709832388176,0.0600420129249382,0.0296449088009324,0.0503251587227677,0.118257343179841,0.153726599685453,0.0843400309069594,0.0713075577802305,0.0440963709892761,1387.51706422958,0.387835848389868,0.713320558275143,94.4302827678589,2.8265306122449,0.773604632819122,8.83164049471755,2.93877551020408,0.715315899224061,11.4157573278009,2.66326530612245,0.745348151558283,4.47658773823587,2.52525252525253,0.594934987760785,16.2495642451554,0.918,5,30,479,6,NA,"Hispanic"
"28",28,28,"4310 N MELVINA AV","SMYSER",13373,1,13373,1,10638,0.795483436775593,163,0.0121887385029537,4014,0.300157032827339,40,0.00299110147311748,693,0.0518208330217603,7,0.000523442757795558,0.016,42.8,50.6,4.2,0.7,0.1,2.5,0.223,938,6.3,24,47.9,21.9,3.1,12.2,42.9,41.8,3.8,24.8,51.4,20,0,13.1,71,15.9,0,20.2,42.4,37.4,0,6.9,74.3,18.8,-36.7483436775593,-0.461962398947171,61.8486916174381,1012.44335601585,4531.86716900151,0.0337981605641922,0.0287276808803423,0.0175949842790644,0.0263914433089149,0.0365994703093895,0.0368074332455083,0.0359908000916941,0.0492161918500588,0.0153921389988786,0.0938250426250651,0.144937489561721,0.131711790222066,0.106215231282715,0.0742575275177731,0.0983141435865423,4531.86716900151,0.727142992229539,0.722392714956413,112.95500063612,2.8469387755102,0.829259274694306,11.0919093965905,3.23469387755102,0.783871181403102,24.8999464484129,3.17171717171717,0.74286269284196,63.7842778924516,3.12244897959184,0.481948496252644,50.8342365450579,0.506,401,15,474,39,NA,"White"
"29",29,29,"1059 W 13TH","SMYTH",16984,1,16984,1,7793,0.458843617522374,4742,0.279203956665097,1571,0.0924988224211022,37,0.00217852096090438,3364,0.198068770607631,18,0.00105982100800754,0,0,0,0,NA,NA,NA,NA,NA,12.5,40.6,39.1,7.8,13.8,24.6,47.7,13.8,1.9,59.6,36.5,1.9,3.9,33.3,54.9,7.8,0,68.1,27.7,4.3,0,40.4,59.6,0,NA,NA,64.2397913330193,1139.21532030146,6813.64699533041,0.142654741363163,0.0414700645155688,0.0328802132187562,0.044769109305907,0.0357874752735494,0.032723278696953,0.0276605454581146,0.0126434899478374,0.015919524252975,0.0443434065648013,0.0785155084282729,0.0991260257805668,0.082604481877522,0.0759675970740127,0.110370692214795,6813.64699533041,0.387026875825857,0.690329673472434,89.4418937934613,2.41836734693878,0.798496904793013,4.15320055814438,2.61855670103093,0.883214995639418,5.79744972251497,2.35353535353535,0.559028518003738,24.5156381401195,2.5959595959596,0.49320261016887,8.37433660672885,NA,0,0,0,0,NA,"White"
"30",30,30,"8905 S CRANDON AVE","HOYNE",2161,1,2161,1,15,0.00694123091161499,2116,0.979176307265155,23,0.010643220731143,3,0.001388246182323,1,0.000462748727441,0,0,0.991,0.3,0.6,0,0,0,2.5,0.003,343,11.5,25,51.9,11.5,5.8,17.3,46.2,30.8,0,48,40,12,10,20,62,8,2.6,28.2,51.3,17.9,2.6,15.4,76.9,5.1,-0.394123091161499,-0.5678,62.3966126793151,905.125404905137,890.770707706821,0.080285486847241,0.0431700123744301,0.0474546327640586,0.0627958181421994,0.0459045792916636,0.0400240038094037,0.0591284028759137,0.0487731748642506,0.0382517252333664,0.072187951835027,0.0915031970521057,0.124642124167473,0.150966081736003,0.0227712896985096,0.0448779175670328,890.770707706821,0.760319661014233,0.679796964942881,68.9947010735362,2.63265306122449,0.829703152754986,5.24703608363814,3.03061224489796,0.830526868333454,5.56719519378676,2.8469387755102,0.722995498643165,10.6694378896467,2.85714285714286,0.517726990906793,16.937837200115,0.991,1,339,2,0,NA,"Black"
"31",31,31,"214 N. LAVERGNE AV","SPENCER",7990,1,7990,1,49,0.00613266583229036,7817,0.978347934918648,124,0.0155193992490613,18,0.00225281602002503,1,0.000125156445556946,1,0.000125156445556946,0.99,0.3,0.4,0,0.2,0,2.5,0.004,902,17.2,49.2,32,1.6,20.3,36.6,38.2,4.9,8,44.8,34.5,12.6,8,33.3,44.8,13.8,2.6,50.6,42.9,3.9,0,39,59.7,1.3,NA,NA,28.6689375469337,880.122778473091,2604.19661443058,0.174637743493156,0.0885868196204413,0.13174936543026,0.0816569609076492,0.0772531065017093,0.102328684707464,0.0439300893254889,0.0415374129084616,0.0240008203597458,0.0496943058027302,0.071319408696657,0.0575903401026624,0.0320296319257822,0.0152072309798074,0.00117925707201016,2604.19661443058,0.17414720938795,0.676916084482059,44.3097603296704,2.17171717171717,0.714862681838825,24.8761784638398,2.26530612244898,0.83172929289713,40.7288914606835,2.47422680412371,0.596740861980633,8.50482172367037,2.61616161616162,0.509242548903455,6.16868952740955,0.99,0,0,0,0,NA,"Black"
"32",32,32,"2400 S. MARSHALL BLVD","SPRY",15165,1,15165,1,4860,0.320474777448071,7423,0.489482360698978,6188,0.408044840092318,74,0.00487965710517639,27,0.00178041543026706,1,6.59413122321134e-05,0.001,0.1,99.8,0,0,0,2.5,0.526,837,15.6,37.8,44.4,2.2,12.2,21.1,51.1,15.6,2,56.1,37.8,4.1,1,28.3,64.6,6.1,2.6,56.4,41,0,0,29.1,67.1,3.8,-31.9474777448071,-0.99687962962963,58.7177184305968,835.246554566436,1745.40294406232,0.099707610511325,0.0551098470204328,0.0868773726425477,0.140658084255451,0.111305373722809,0.0987037103826606,0.0533437532765115,0.037086554524311,0.0212618671117187,0.0611176825002414,0.0996860509930704,0.0716597937575458,0.0344748972368939,0.0083124335111884,0.0178368274645108,1745.40294406232,0.256403586610212,0.698254262193814,54.3883587077336,2.33673469387755,0.75905363692718,12.558020517086,2.6969696969697,0.874287411932823,3.32377557879328,2.39393939393939,0.531040215591192,16.0096694348353,2.73737373737374,0.506807909226224,4.28554666278628,0.998,0,0,835,0,NA,"Black"
"33",33,33,"8010 S KOSTNER AV","STEVENSON",9710,1,9710,1,5413,0.557466529351184,1264,0.130175077239959,5959,0.613697219361483,84,0.00865087538619979,146,0.0150360453141092,4,0.000411946446961895,0.08,8.1,83.3,0.6,0,0,0.2,1.25,1,5.2,34.3,53,7.5,1.5,25.5,50.4,22.6,1.6,26,48.8,23.6,1.6,6.5,73.4,18.5,0,30.3,56.6,13.2,0.7,16.3,77.1,5.9,-47.6466529351184,-0.854699796785516,50.9330378990731,966.541503604531,2935.6449715092,0.0416112990319073,0.0325834423332569,0.0604252244220437,0.0304225964495818,0.056087568523569,0.0394096893883688,0.0228870519309093,0.0404663049593356,0.0285832480954168,0.0859715911279496,0.121944983595323,0.168460375847705,0.0875847400112939,0.0702316448012897,0.0670424297928194,2935.6449715092,0.867618328729429,0.724197429845219,109.565842412224,2.62626262626263,0.693789631496914,7.28167539115077,2.94897959183673,0.723286442517574,8.76254111744931,2.82828282828283,0.639521569268204,11.0992853176818,2.88775510204082,0.451404522019301,16.0788402810957,0.833,0,0,0,0,NA,"Hispanic"
"34",34,34,"6950 S SANGAMON ST","WENTWORTH",2873,1,2873,1,10,0.00348068221371389,2814,0.979463974939088,26,0.00904977375565611,8,0.00278454577097111,0,0,0,0,0.984,0,1.6,0,0,0,2.5,0.002,430,17.9,41.1,41.1,0,19.6,35.7,41.1,3.6,3.2,48.4,35.5,12.9,6.5,32.3,51.6,9.7,5.1,64.1,30.8,0,0,56.4,43.6,0,-0.348068221371389,-1,30.7158287504351,848.457361642882,704.975547341484,0.264194669756663,0.140208574739282,0.0115874855156431,0.0926998841251448,0.0463499420625724,0.117033603707995,0.0509849362688297,0.0104287369640788,0.0208574739281576,0.0915411355735805,0.0417149478563152,0.0567786790266512,0.0301274623406721,0,0.0254924681344148,704.975547341484,0.259559675550406,0.637965289007951,44.3026623801388,2.24242424242424,0.729703729240527,19.8263576450189,2.28571428571429,0.812276932106895,37.7918075951419,2.25252525252525,0.541038954111446,36.3261353162309,2.43434343434343,0.498192982885396,26.5780684764203,0.984,0,423,6,0,NA,"Black"
"35",35,35,"4525 N KENMORE AV","STEWART",10913,1,10913,1,5652,0.517914414001649,2812,0.257674333363878,1591,0.145789425455878,64,0.00586456519747091,1338,0.122606066159626,4,0.000366535324841932,0.581,2.1,33.7,5.6,0,0.5,2.5,0.281,377,9.8,51.2,36.6,2.4,19.5,26.8,46.3,7.3,3.4,44.8,44.8,6.9,3.3,30,66.7,0,0,50,31.8,18.2,0,43.5,52.2,4.3,-49.6914414001649,-0.959452760084926,38.0471768532942,774.580500320718,5534.49125505706,0.142650963021681,0.0739655507225842,0.0767181449135463,0.0607233974354805,0.0488047379671327,0.0299362887931407,0.0250867038939328,0.0397834088932759,0.0377529708922552,0.0662783296267667,0.0876035283482229,0.103601711926932,0.0530337398209489,0.0475008045137442,0.0637257259178067,5534.49125505706,0.229652187483783,0.683418550761189,65.3084012542901,2.31632653061224,0.667306306512647,17.1974585400843,2.41836734693878,0.884266477862437,21.8502454178346,2.67676767676768,0.767028228045107,7.08695265656005,2.60606060606061,0.568172541668243,5.1884179826757,0.581,7,219,127,21,NA,"White"
"36",36,36,"138 W 109TH ST","LAVIZZO",4246,1,4246,1,21,0.00494583137070184,4166,0.981158737635422,41,0.00965614696184644,26,0.00612341026848799,2,0.000471031559114461,0,0,0.986,1.2,0.2,0,0,0,2.5,0.006,516,12,22,46,20,16.3,18.4,36.7,28.6,1.8,50.9,41.8,5.5,1.8,38.2,52.7,7.3,6.7,70,18.3,5,5,60,35,0,0.705416862929816,1.42628571428571,33.996488224211,1145.87494112106,1068.76031785908,0.16025673056054,0.0781139118101561,0.117224481509476,0.0885107021424871,0.0341022722328831,0.030499939422608,0.0432497921956359,0.0546629555149365,0.014084274074754,0.0817855951655732,0.147695336748527,0.0652077048229815,0.0437111541364426,0.0240459749505983,0.000976363848230325,1068.76031785908,0.447112555279391,0.67767698254255,54.0773098765316,2.74,0.916955877241692,10.3160157330149,2.77551020408163,1.04072350175793,9.24188144897875,2.22222222222222,0.63173805530579,51.754841598274,2.3,0.559581373109678,54.7205395850636,0.986,6,508,1,0,NA,"Black"
"37",37,37,"7350 W PRATT AV","EBINGER",11071,1,11071,1,10405,0.939842832625779,34,0.00307108662270798,857,0.0774094481076687,9,0.000812934694246229,267,0.0241170625959715,3,0.00027097823141541,0.013,75.9,17.4,4.2,1.3,0,2.5,0.043,552,3.3,16.7,31.7,48.3,3.3,3.3,21.7,71.7,1.6,10.9,31.3,56.3,0,4.7,34.4,60.9,0,7.4,59.3,33.3,1.9,1.9,63,33.3,-18.0842832625779,-0.192418164344065,83.5831831812844,1031.56417667781,4634.41223324547,0.0367531658103627,0.0211761289127646,0.0465521268038831,0.019182392593266,0.0211329074928065,0.0115243324176226,0.00854167645188681,0.0410097858628469,0.0113512216501917,0.043083016105102,0.0754810641793439,0.140602900073188,0.112986747985768,0.0765922060700922,0.128056699695436,4634.41223324547,0.799301030360495,0.721866977858895,137.574576485649,3.26530612244898,0.844033277403321,119.474493873271,3.63265306122449,0.694421885226304,143.717388500956,3.26262626262626,0.581796278705426,74.7949642564306,3.30612244897959,0.545046356967392,150.8555104991,0.759,418,7,96,23,NA,"White"
"38",38,38,"6220 N OLCOTT AV","EDISON PARK",6461,1,6461,1,5916,0.915647732549141,32,0.00495279368518805,668,0.103389568178301,5,0.000773874013310633,277,0.0428726203374091,0,0,0,74.1,21.6,3.9,0.4,0,2.5,0.143,259,5.3,5.3,52.6,36.8,2.6,5.3,39.5,52.6,0,11.1,44.4,44.4,0,5.6,44.4,50,0,23.8,38.1,38.1,0,19,66.7,14.3,-17.4647732549141,-0.190736815415822,74.2657257390497,1322.67203219316,2731.05535000933,0.05475627472546,0.0627095547336063,0.0577929746189612,0.0247377058343719,0.0206111605159885,0.0221696792127045,0.0254584392387211,0.0182253226594027,0.0141067069434359,0.0347278491271136,0.0633163093748838,0.152534661034147,0.114260077615413,0.0947209576686049,0.114035608668738,2731.05535000933,0.777567831943051,0.722476760507391,119.768761949034,3.21428571428571,0.763199991354903,74.9248438471112,3.43877551020408,0.689633497921847,60.1201158202807,3.15151515151515,0.774117487835129,65.0189772882149,2.94949494949495,0.578063928632878,18.1014170046875,0.741,191,0,55,10,NA,"White"
"39",39,39,"4950 N AVERS","VOLTA",9332,1,9332,1,4000,0.42863266180883,415,0.0444706386626661,4191,0.449099871410201,56,0.00600085726532362,2227,0.238641234462066,4,0.00042863266180883,0.065,10.6,57.2,25.7,0,0,0.2,1.25,1,1,18.8,62.5,17.7,2,4,50.5,43.6,2.5,28.8,58.8,10,1.2,22.6,60.7,15.5,1.4,56.8,29.7,12.2,0,40.5,49.4,10.1,-32.263266180883,-0.752702,54.061194920703,842.836262323189,2789.35388315901,0.0659934651388299,0.0292101758382707,0.0357346603387326,0.0557244166243434,0.0397236365998237,0.0283787749146619,0.0399180364876522,0.0492824280840226,0.0882844850372998,0.0719787443370652,0.112412306101895,0.112230854186271,0.073119017765731,0.0868265276883854,0.0691692590963346,2789.35388315901,0.387693642542512,0.709429180421807,88.7413658161762,2.96938775510204,0.633336470771533,26.9667174708084,3.35353535353535,0.659516386099157,39.1159347122728,2.53061224489796,0.720882643875041,6.86104027292192,2.6969696969697,0.646095738380922,6.24240918280634,0.572,0,0,0,0,NA,"Hispanic"
"40",40,40,"2620 W HIRSCH ST","VON HUMBOLDT",5650,1,5650,1,2796,0.494867256637168,1349,0.238761061946903,2629,0.465309734513274,48,0.00849557522123894,96,0.0169911504424779,2,0.000353982300884956,0.402,0.9,58.9,0,0,0,2.5,0.067,569,13.2,28.9,51.3,6.6,15.6,16.9,57.1,10.4,9.1,56.8,31.8,2.3,11.4,38.6,45.5,4.5,0,63.9,32.8,3.3,0,41.5,55.4,3.1,-48.5867256637168,-0.98181330472103,44.3373192920354,926.390796460177,2364.7496508875,0.0805326742398911,0.0468922282608147,0.0477258239936568,0.029150993673047,0.0459161665166914,0.020546847181581,0.020377747506538,0.0279660813221129,0.0245119827548775,0.0666543302091131,0.102253177180784,0.13311686730034,0.0861632837410723,0.112624401149095,0.104693393249103,2364.7496508875,0.271801690677812,0.710631489205582,105.048665641568,2.51020408163265,0.802636094496973,8.15707477888759,2.63265306122449,0.866177228859462,13.125332395436,2.38775510204082,0.549276057032683,18.4708932460924,2.61616161616162,0.547854269075545,4.48824693510953,0.589,5,228,335,0,NA,"White"
"41",41,41,"2701 S SHIELDS AV","WARD",5790,1,5790,1,1554,0.26839378238342,276,0.0476683937823834,343,0.0592400690846287,16,0.00276338514680484,3757,0.648877374784111,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.2,15.6,51.1,31.1,2.1,4.3,36.2,57.4,0,17.1,46.3,36.6,0,4.8,42.9,52.4,0,37.1,51.4,11.4,0,8.3,69.4,22.2,NA,NA,41.2549531951641,698.368221070812,2504.68858128892,0.168842333455737,0.107134818806213,0.0674111845956565,0.0818068957289407,0.0392000400638082,0.04998010206328,0.0312368882895804,0.0371312123805348,0.0402498665186225,0.0655855996167452,0.0555966739335144,0.102452297947239,0.0463848797714779,0.0257987420162521,0.0418836359027543,2504.68858128892,0.345587592712799,0.663175406006872,49.3031277374026,3.12121212121212,0.732241836831712,46.4175800961828,3.49494949494949,0.675726930925736,77.0100905358303,2.73737373737374,0.648166308115985,4.83707048381301,3.14141414141414,0.534715278234662,63.0458122492609,NA,0,0,0,0,NA,"Asian"
"42",42,42,"9239 S JEFFERY AV","WARREN",2294,1,2294,1,15,0.00653879686137751,2247,0.979511769834351,27,0.0117698343504795,5,0.0021795989537925,0,0,0,0,0.997,0.3,0,0,0,0,2.5,0,386,9.8,46.3,41.5,2.4,10.3,23.1,48.7,17.9,0,43.8,50,6.3,0,25,71.9,3.1,0,48.5,42.4,9.1,0,30.3,66.7,3,-0.353879686137751,-0.5412,56.604,952,849.904356705241,0.0376665135507579,0.0445567294441893,0.0316949931097841,0.0514469453376206,0.0509875976113919,0.0629306384933395,0.0877354157096923,0.0537436839687644,0.065686724850712,0.0716582452916858,0.0753330271015159,0.148369315571888,0.0753330271015159,0.0307762976573266,0.0895728066146073,849.904356705241,0.842443729903537,0.707264425785397,85.8502309701326,2.36734693877551,0.679413863547266,12.4353147884421,2.73469387755102,0.868118244691501,1.53840943205819,2.60606060606061,0.651813511237902,2.43446295703445,2.72727272727273,0.511464121234162,3.78491811868798,0.997,1,384,0,0,NA,"Black"
"43",43,43,"3611 E 114TH ST","WASHINGTON G",5950,1,5950,1,4017,0.675126050420168,112,0.0188235294117647,3925,0.659663865546218,61,0.0102521008403361,49,0.00823529411764706,1,0.000168067226890756,0,0,0,0,NA,NA,NA,NA,NA,3.7,17.3,50.6,28.4,0,11.1,27.2,61.7,1.4,15.9,50.7,31.9,0,5.6,62,32.4,1.4,19.4,62.5,16.7,0,5.6,88.9,5.6,NA,NA,55.9173168067227,741.40974789916,2092.34397897312,0.0578903476480284,0.0647285159427175,0.0473233690096257,0.0338083444950586,0.0429085503251969,0.0374727860222103,0.0373978127451897,0.0432259589409098,0.045050960643628,0.110131083165718,0.0774893650341908,0.176115627017332,0.109584145359035,0.0537340768967401,0.0388052621126009,2092.34397897312,0.794299948460815,0.716851252404695,105.342342054988,3.05102040816327,0.764852239346151,34.571911233314,3.50505050505051,0.690662760284366,91.0708238775486,2.94897959183673,0.632006279813376,26.2262814882259,3,0.321080649533968,40.370625715171,NA,0,0,0,0,NA,"White"
"44",44,44,"4540 N CAMPBELL AV","WATERS",8904,1,8904,1,7303,0.820193171608266,271,0.0304357592093441,1454,0.16329739442947,21,0.00235849056603774,484,0.0543575920934411,0,0,0.06,40,47.3,6.2,0.4,0,2.5,0.22,450,6.5,16.1,58.1,19.4,3.2,19.4,61.3,16.1,0,29,48.4,22.6,3.1,18.8,62.5,15.6,0,48.7,33.3,17.9,0,25.6,61.5,12.8,-42.0193171608266,-0.512310009585102,63.2085424528302,1027.93654537287,4152.15580641949,0.0463771040035181,0.01613182760141,0.0178512598854612,0.036676479723271,0.0423510773948656,0.0322654832330632,0.0315246638830399,0.0283066601723637,0.0292089934262784,0.0673417514275,0.0959571639796902,0.142087201954553,0.0981437036810574,0.078593361952137,0.095134539553419,4152.15580641949,0.450284143638052,0.721127239324233,126.632505448728,2.90909090909091,0.77051412852942,20.8693132039041,2.90909090909091,0.686471443449481,10.2278651326645,2.68367346938776,0.754326883332244,4.96325888001065,2.86734693877551,0.603046477189218,8.78446169730601,0.473,180,27,212,27,NA,"White"
"45",45,45,"4055 W ARTHINGTON ST","WEBSTER",1293,1,1293,1,2,0.00154679040989946,1285,0.993812838360402,15,0.0116009280742459,0,0,0,0,0,0,0.998,0,0,0.2,0,0,2.5,0.002,438,6,32,46,16,10,16,52,22,4.9,58.5,34.1,2.4,2.4,53.7,43.9,0,0,58.1,32.3,9.7,0,29,71,0,-0.154679040989946,-1,30.912600154679,1084.12219644238,369.316008715483,0.115622068869142,0.093849927253395,0.123390191579714,0.107935185518205,0.0387095462632259,0.0524570912476784,0.0668113401875731,0.0344189294785842,0.0285396412396107,0.0762432348786572,0.106928184510589,0.0666550003017576,0.0359575339154628,0.0298968722819474,0.00785573999111567,369.316008715483,0.308094076572383,0.657845818082187,40.5327741663558,2.72,0.805034662657955,2.7503042569878,2.86,0.876402195387944,1.49932272097967,2.50505050505051,0.660453421456054,8.45238304994796,2.71,0.456048021572069,10.126052996281,0.998,0,437,0,0,NA,"Black"
